bid,pid,fid
1886,19726,424
1887,13346,494
1888,1658,446
1889,4428,417
1890,9445,999
1891,1840,831
1892,3362,68
1893,10946,652
1894,2006,120
1895,6064,276
1896,3158,965
1897,15455,145
1898,14039,250
1899,18236,383
1900,12978,869
1901,3872,596
1902,17953,885
1903,17907,629
1904,18309,554
1905,12762,763
1906,7620,363
1907,11556,789
1908,13839,437
1909,8353,423
1910,2883,497
1911,17130,694
1912,8700,143
1913,2898,899
1914,6935,354
1915,4332,241
1916,5191,272
1917,10250,304
1918,19811,74
1919,8701,141
1920,5427,262
1921,8326,881
1922,2334,293
1923,17579,479
1924,18725,743
1925,17415,543
1926,6320,589
1927,15315,83
1928,7336,940
1929,11046,276
1930,2655,806
1931,15103,314
1932,18140,334
1933,563,607
1934,19156,455
1935,3171,991
1936,10360,679
1937,10316,1
1938,57,533
1939,9986,34
1940,17555,706
1941,16372,975
1942,5544,669
1943,8244,420
1944,10982,999
1945,12901,794
1946,15718,74
1947,16225,274
1948,12351,780
1949,9793,322
1950,13464,208
1951,6638,741
1952,10599,966
1953,5072,928
1954,645,17
1955,12998,408
1956,15361,601
1957,19505,300
1958,9311,412
1959,16571,841
1960,13629,246
1961,17020,485
1962,15345,488
1963,1976,851
1964,17676,510
1965,8338,286
1966,16192,628
1967,6404,417
1968,4281,373
1969,17990,850
1970,4781,160
1971,14578,363
1972,15258,98
1973,9484,885
1974,1789,488
1975,11439,125
1976,6341,845
1977,10660,621
1978,13197,603
1979,1395,836
1980,8886,820
1981,15376,872
1982,13895,155
1983,5047,376
1984,7041,735
1985,8732,259
1986,4754,369
1987,16644,519
1988,8278,368
1989,3567,779
1990,9144,667
1991,2357,502
1992,797,672
1993,10122,998
1994,629,663
1995,4322,847
1996,5377,667
1997,3759,444
1998,7727,82
1999,4995,485
2000,355,974
2001,4191,359
2002,9092,650
2003,14051,484
2004,19101,569
2005,5770,58
2006,5126,524
2007,9812,470
2008,13468,144
2009,863,330
2010,16070,846
2011,9412,877
2012,8521,503
2013,5882,665
2014,4067,388
2015,16986,85
2016,911,352
2017,14601,271
2018,2989,365
2019,10054,723
2020,17344,300
2021,3533,828
2022,4035,87
2023,14680,630
2024,15219,344
2025,12742,290
2026,1250,625
2027,9856,934
2028,16733,575
2029,2000,626
2030,15862,378
2031,16422,253
2032,3599,784
2033,18973,190
2034,1416,512
2035,10239,171
2036,2562,49
2037,18993,551
2038,19418,280
2039,13877,494
2040,7150,809
2041,2547,795
2042,3461,147
2043,646,442
2044,19989,356
2045,19715,595
2046,12007,829
2047,1064,175
2048,11902,222
2049,5845,966
2050,14517,615
2051,19015,412
2052,7419,671
2053,3899,5
2054,6192,24
2055,15465,153
2056,12212,77
2057,5296,823
2058,10125,901
2059,10073,522
2060,8537,807
2061,1395,254
2062,12682,586
2063,768,797
2064,2050,717
2065,11131,8
2066,3014,286
2067,5799,83
2068,7055,403
2069,1271,117
2070,2021,638
2071,12105,132
2072,19629,341
2073,19253,627
2074,1216,67
2075,9288,438
2076,2910,338
2077,16844,454
2078,19588,472
2079,3631,285
2080,14458,324
2081,9254,285
2082,5731,60
2083,1141,989
2084,7211,113
2085,11443,202
2086,3745,118
2087,16236,507
2088,13068,78
2089,10722,624
2090,349,428
2091,14971,535
2092,1844,115
2093,2731,409
2094,11220,602
2095,4948,559
2096,5733,302
2097,9408,701
2098,15675,422
2099,5430,121
2100,6046,757
2101,13410,282
2102,4420,576
2103,587,922
2104,1058,924
2105,8124,746
2106,7463,292
2107,16339,546
2108,2809,988
2109,6594,393
2110,14081,602
2111,2917,704
2112,12885,975
2113,12857,945
2114,1791,408
2115,19012,768
2116,8410,726
2117,4364,25
2118,11131,878
2119,18207,195
2120,13032,940
2121,13709,269
2122,10398,231
2123,10866,855
2124,802,859
2125,9224,182
2126,17685,852
2127,17101,2
2128,2446,393
2129,18348,567
2130,6156,573
2131,4859,852
2132,926,666
2133,15847,291
2134,5334,413
2135,12349,150
2136,6837,372
2137,19724,713
2138,15912,436
2139,2357,897
2140,17642,291
2141,10739,763
2142,16985,542
2143,6534,961
2144,12634,447
2145,11266,901
2146,475,337
2147,15054,421
2148,9034,548
2149,17495,918
2150,15557,757
2151,699,65
2152,12434,411
2153,14340,468
2154,4521,625
2155,13012,508
2156,14184,510
2157,5025,480
2158,8501,668
2159,19510,841
2160,1031,626
2161,10824,202
2162,17709,447
2163,14777,422
2164,17686,642
2165,1804,972
2166,10742,804
2167,6326,808
2168,626,920
2169,6987,883
2170,4945,949
2171,13589,71
2172,4873,310
2173,14319,48
2174,19645,538
2175,9435,169
2176,2849,241
2177,5482,472
2178,5370,114
2179,8959,665
2180,2397,941
2181,10259,845
2182,5477,247
2183,16289,228
2184,13770,45
2185,14587,676
2186,3556,318
2187,4949,847
2188,5061,341
2189,9463,681
2190,240,29
2191,3641,181
2192,9550,914
2193,6833,875
2194,5293,38
2195,19611,598
2196,13748,392
2197,1233,113
2198,15503,621
2199,19722,474
2200,14508,827
2201,18409,60
2202,19723,576
2203,10462,691
2204,13968,117
2205,19179,536
2206,11935,649
2207,7764,258
2208,2391,95
2209,10350,371
2210,4306,605
2211,6977,423
2212,113,795
2213,8123,66
2214,18742,299
2215,16994,670
2216,13048,770
2217,8797,561
2218,16038,944
2219,10044,165
2220,19081,988
2221,8090,188
2222,14922,937
2223,9806,511
2224,8092,149
2225,15286,848
2226,5806,689
2227,8513,346
2228,6448,332
2229,12623,877
2230,1222,488
2231,2302,454
2232,11330,636
2233,10302,596
2234,8300,133
2235,1454,396
2236,7218,309
2237,10676,104
2238,4630,543
2239,8674,322
2240,19097,387
2241,6313,4
2242,18998,305
2243,18293,697
2244,3163,402
2245,16757,979
2246,7708,481
2247,16785,805
2248,13885,251
2249,10742,744
2250,1678,543
2251,9817,212
2252,8494,948
2253,19282,984
2254,3395,292
2255,1141,939
2256,7878,762
2257,2241,900
2258,617,446
2259,16128,691
2260,8939,184
2261,17126,870
2262,9895,399
2263,2847,313
2264,33,321
2265,177,293
2266,4640,645
2267,8374,562
2268,127,820
2269,6219,585
2270,8529,717
2271,17623,127
2272,17248,112
2273,6399,433
2274,12868,76
2275,10487,236
2276,17617,762
2277,18928,240
2278,1093,453
2279,17430,815
2280,2818,219
2281,16448,109
2282,12464,553
2283,9381,362
2284,18663,134
2285,4648,977
2286,19283,232
2287,12437,675
2288,2951,917
2289,19433,642
2290,18785,911
2291,12188,923
2292,10443,884
2293,10080,583
2294,10962,383
2295,18113,400
2296,6081,146
2297,6604,259
2298,18307,960
2299,5862,614
2300,13733,167
2301,18937,791
2302,9566,157
2303,13416,236
2304,6881,496
2305,525,50
2306,17740,570
2307,11921,160
2308,2698,962
2309,5273,777
2310,17411,210
2311,14888,288
2312,11951,28
2313,14801,473
2314,14996,376
2315,19667,2
2316,11327,469
2317,4873,58
2318,3994,731
2319,1734,228
2320,8943,150
2321,15143,974
2322,13535,737
2323,11175,46
2324,4192,330
2325,8530,492
2326,13640,679
2327,4741,516
2328,3095,190
2329,18985,848
2330,14530,42
2331,9339,18
2332,7014,634
2333,5783,303
2334,17330,629
2335,10987,77
2336,7925,419
2337,15767,883
2338,2576,242
2339,747,650
2340,1458,606
2341,10229,14
2342,16346,24
2343,5127,195
2344,4346,119
2345,6591,563
2346,5971,582
2347,13532,52
2348,6222,963
2349,8667,565
2350,14316,754
2351,2647,47
2352,13745,940
2353,1228,237
2354,16229,820
2355,355,251
2356,1953,909
2357,232,135
2358,529,747
2359,19654,43
2360,1087,978
2361,5209,528
2362,18716,306
2363,8799,834
2364,5177,39
2365,4733,303
2366,13668,246
2367,18868,856
2368,10920,882
2369,15139,292
2370,540,629
2371,19467,53
2372,9101,86
2373,8770,954
2374,2867,877
2375,167,461
2376,11762,746
2377,16397,486
2378,8381,752
2379,12852,879
2380,9612,686
2381,10738,178
2382,661,789
2383,17573,747
2384,7527,881
2385,7202,597
2386,14806,529
2387,2721,866
2388,8860,586
2389,5786,758
2390,10067,57
2391,4190,588
2392,6295,409
2393,3069,673
2394,3297,977
2395,8864,302
2396,10905,493
2397,16971,317
2398,19030,506
2399,18344,338
2400,11248,53
2401,9412,119
2402,2344,281
2403,11804,665
2404,14683,25
2405,11424,603
2406,4112,906
2407,7622,968
2408,15676,263
2409,19285,290
2410,4529,191
2411,16847,996
2412,6019,698
2413,19082,69
2414,1782,654
2415,17497,581
2416,4088,581
2417,7765,461
2418,10593,701
2419,14588,598
2420,4399,496
2421,13528,296
2422,11562,894
2423,11266,638
2424,4999,124
2425,19424,27
2426,5460,896
2427,5263,287
2428,7844,873
2429,440,239
2430,7174,295
2431,13374,57
2432,4941,138
2433,9199,650
2434,13714,988
2435,9533,600
2436,18576,285
2437,8545,196
2438,9257,555
2439,7680,813
2440,8970,837
2441,7225,776
2442,2566,433
2443,2602,493
2444,7590,238
2445,7188,364
2446,8886,773
2447,246,938
2448,4119,172
2449,16953,26
2450,14976,65
2451,3743,875
2452,18596,679
2453,10945,532
2454,1260,122
2455,290,229
2456,6212,407
2457,13000,427
2458,13239,963
2459,6469,844
2460,11698,550
2461,12040,879
2462,11872,858
2463,1277,321
2464,15674,514
2465,15040,53
2466,5200,222
2467,4308,376
2468,14825,51
2469,3856,587
2470,490,599
2471,7798,771
2472,15911,517
2473,7383,813
2474,12715,181
2475,560,211
2476,2582,751
2477,7917,699
2478,4726,320
2479,4488,257
2480,12864,855
2481,8105,100
2482,19178,686
2483,13907,816
2484,7272,859
2485,15354,867
2486,18549,109
2487,7339,942
2488,7898,568
2489,2226,924
2490,7055,979
2491,17560,211
2492,19272,365
2493,811,698
2494,16979,684
2495,1227,675
2496,7611,353
2497,18412,363
2498,6902,305
2499,15905,809
2500,14988,614
2501,18820,100
2502,7093,807
2503,19478,241
2504,1775,745
2505,10978,75
2506,19237,530
2507,3570,350
2508,16920,627
2509,14822,292
2510,19687,134
2511,17553,154
2512,6099,919
2513,16132,359
2514,16983,273
2515,16415,668
2516,7205,439
2517,11492,219
2518,7997,788
2519,15080,21
2520,17794,768
2521,2537,544
2522,19887,100
2523,17078,751
2524,18246,806
2525,7043,734
2526,13295,831
2527,11446,43
2528,19377,972
2529,19390,922
2530,3496,526
2531,9874,567
2532,10347,240
2533,14689,933
2534,1870,22
2535,1442,922
2536,10546,922
2537,4451,833
2538,6102,285
2539,3766,605
2540,13165,44
2541,3540,228
2542,15548,92
2543,14750,402
2544,9319,621
2545,18725,976
2546,8488,828
2547,2756,376
2548,8983,210
2549,3869,49
2550,13328,759
2551,5738,512
2552,3685,534
2553,3216,809
2554,9605,489
2555,8720,682
2556,14102,247
2557,15599,185
2558,8212,708
2559,13932,255
2560,17243,300
2561,6724,918
2562,19603,944
2563,21,233
2564,9668,973
2565,10537,667
2566,14082,849
2567,12305,982
2568,2014,486
2569,8994,272
2570,8810,122
2571,19736,639
2572,2287,160
2573,12133,557
2574,13683,436
2575,19929,559
2576,11587,844
2577,19077,420
2578,10348,99
2579,11708,740
2580,9730,77
2581,4240,407
2582,17887,529
2583,6959,597
2584,14973,165
2585,163,188
2586,5042,563
2587,9260,228
2588,11785,365
2589,8670,213
2590,142,670
2591,12018,540
2592,19129,823
2593,4670,934
2594,14514,567
2595,10775,688
2596,1289,224
2597,11816,609
2598,1864,687
2599,16356,908
2600,9295,844
2601,9348,663
2602,11706,355
2603,16072,129
2604,18941,272
2605,3952,628
2606,18468,590
2607,10162,197
2608,2839,445
2609,4287,877
2610,4763,764
2611,1934,78
2612,18002,856
2613,13580,571
2614,1323,605
2615,18697,410
2616,1241,332
2617,16761,127
2618,5154,839
2619,2161,430
2620,19259,934
2621,1603,440
2622,5672,543
2623,5455,403
2624,2481,495
2625,10866,176
2626,8029,221
2627,6171,535
2628,11585,249
2629,6516,438
2630,16510,433
2631,16807,100
2632,7694,47
2633,2150,67
2634,9615,40
2635,7771,913
2636,8730,44
2637,18658,843
2638,16538,155
2639,14225,13
2640,15184,751
2641,12718,472
2642,3656,975
2643,16891,843
2644,2433,940
2645,9215,344
2646,6178,576
2647,14909,301
2648,684,974
2649,1213,589
2650,10130,968
2651,14063,576
2652,3846,127
2653,19878,944
2654,7455,52
2655,4441,40
2656,2109,353
2657,4250,366
2658,1121,412
2659,10555,941
2660,19007,208
2661,7199,698
2662,10260,456
2663,19675,822
2664,17641,57
2665,378,949
2666,9261,160
2667,1693,632
2668,10852,243
2669,1160,323
2670,1002,782
2671,6705,234
2672,4818,517
2673,4386,750
2674,8601,185
2675,10464,24
2676,14059,749
2677,601,467
2678,897,379
2679,16639,399
2680,19162,219
2681,15770,772
2682,2696,24
2683,17147,290
2684,10848,527
2685,18099,729
2686,17411,414
2687,6493,494
2688,18908,956
2689,2653,842
2690,12783,176
2691,2427,369
2692,4062,680
2693,3822,240
2694,9889,527
2695,8836,519
2696,16691,942
2697,9327,413
2698,4928,416
2699,3639,128
2700,16535,216
2701,8738,497
2702,13118,343
2703,5145,419
2704,6632,607
2705,2580,269
2706,1079,584
2707,14687,483
2708,1760,294
2709,9416,188
2710,18316,953
2711,2203,121
2712,4855,171
2713,8289,573
2714,6331,608
2715,11486,174
2716,19382,689
2717,12249,202
2718,2691,740
2719,18807,637
2720,12668,336
2721,1200,402
2722,18140,963
2723,1545,811
2724,13543,4
2725,13161,873
2726,11292,867
2727,15220,714
2728,18800,698
2729,6789,611
2730,2578,567
2731,5384,647
2732,16827,848
2733,9009,892
2734,11803,74
2735,10867,788
2736,8937,995
2737,17660,532
2738,7521,339
2739,18894,993
2740,8525,619
2741,19518,522
2742,12105,215
2743,17379,553
2744,3163,946
2745,12047,429
2746,13716,509
2747,18784,647
2748,8858,760
2749,3379,33
2750,17601,480
2751,1640,26
2752,4913,957
2753,5785,968
2754,18928,851
2755,1874,922
2756,19056,315
2757,1346,617
2758,9859,277
2759,14779,116
2760,19106,592
2761,6859,781
2762,15669,365
2763,13839,320
2764,3951,432
2765,8756,910
2766,16073,474
2767,3129,812
2768,19394,286
2769,8257,855
2770,1353,477
2771,18320,647
2772,18064,832
2773,8932,470
2774,18128,158
2775,3048,223
2776,18242,923
2777,10399,114
2778,12187,759
2779,13216,659
2780,3278,579
2781,8811,987
2782,13323,398
2783,1356,655
2784,13037,395
2785,1503,216
2786,1705,688
2787,15631,245
2788,10627,960
2789,1329,810
2790,17692,452
2791,4979,507
2792,11666,175
2793,17345,163
2794,2257,921
2795,6009,202
2796,4512,327
2797,1829,810
2798,4936,254
2799,12448,840
2800,3458,137
2801,10089,996
2802,771,640
2803,4415,970
2804,5987,919
2805,5691,957
2806,14100,527
2807,9634,281
2808,1228,447
2809,8342,479
2810,9631,886
2811,19741,914
2812,12899,686
2813,10079,900
2814,16847,711
2815,7873,151
2816,16970,887
2817,14504,298
2818,4365,578
2819,19798,749
2820,18039,238
2821,17047,843
2822,8069,915
2823,4828,960
2824,12122,164
2825,17144,600
2826,19601,572
2827,8316,806
2828,1898,509
2829,15394,192
2830,6320,609
2831,10203,306
2832,9865,846
2833,10946,874
2834,2838,473
2835,11130,145
2836,7634,679
2837,1949,611
2838,19058,223
2839,10400,825
2840,18484,939
2841,14280,902
2842,6570,68
2843,14631,293
2844,13669,965
2845,1079,359
2846,7887,739
2847,14849,148
2848,12836,353
2849,9883,530
2850,1274,58
2851,18623,147
2852,18003,469
2853,8285,688
2854,11991,821
2855,12401,208
2856,11456,915
2857,1658,735
2858,1471,391
2859,3478,989
2860,776,276
2861,16492,363
2862,11155,149
2863,9268,400
2864,14647,283
2865,5767,255
2866,1436,636
2867,15293,280
2868,2804,430
2869,2735,978
2870,9727,350
2871,16681,892
2872,13047,613
2873,7445,929
2874,17305,912
2875,2855,47
2876,12495,467
2877,11959,93
2878,814,847
2879,12515,953
2880,10616,931
2881,14980,382
2882,8673,858
2883,4815,564
2884,12159,253
2885,11845,824
2886,19881,528
2887,354,476
2888,10885,319
2889,3115,231
2890,15140,142
2891,8693,976
2892,181,908
2893,3201,957
2894,16181,947
2895,8141,570
2896,15304,84
2897,2369,876
2898,16212,693
2899,13846,166
2900,5131,936
2901,16293,884
2902,1716,416
2903,5731,835
2904,12557,574
2905,6537,875
2906,16876,273
2907,6500,294
2908,10276,769
2909,15963,365
2910,14545,907
2911,4274,457
2912,10069,943
2913,7403,670
2914,2222,973
2915,7724,564
2916,7813,726
2917,12711,88
2918,4141,134
2919,11645,298
2920,12908,10
2921,6182,666
2922,3393,192
2923,14123,573
2924,2664,584
2925,9806,791
2926,5124,803
2927,10568,206
2928,14329,817
2929,3231,532
2930,13613,152
2931,3962,942
2932,19956,733
2933,6044,394
2934,15001,786
2935,7051,486
2936,10097,961
2937,161,867
2938,4495,363
2939,8910,568
2940,17589,530
2941,19950,921
2942,279,55
2943,9610,724
2944,19247,539
2945,12155,78
2946,8681,121
2947,13248,284
2948,19731,647
2949,4332,301
2950,6654,661
2951,8406,706
2952,15397,586
2953,12975,725
2954,18635,319
2955,4265,228
2956,13081,885
2957,19923,229
2958,15791,389
2959,4102,851
2960,18056,115
2961,11937,73
2962,1207,428
2963,6438,458
2964,16545,380
2965,18058,861
2966,11143,883
2967,17846,704
2968,8868,680
2969,19383,512
2970,16493,155
2971,16671,921
2972,3192,984
2973,7921,441
2974,13829,1000
2975,8313,612
2976,17796,699
2977,8723,121
2978,11344,225
2979,6746,240
2980,12417,515
2981,2200,450
2982,9802,36
2983,14640,185
2984,669,280
2985,9306,164
2986,7596,114
2987,3630,831
2988,14342,843
2989,14009,164
2990,14302,936
2991,19884,468
2992,8136,14
2993,3872,921
2994,14983,13
2995,12220,709
2996,13491,662
2997,3670,816
2998,19649,764
2999,8981,615
3000,16432,893
3001,18259,781
3002,9162,384
3003,18353,742
3004,1471,879
3005,986,533
3006,15385,72
3007,2967,604
3008,14032,567
3009,8515,432
3010,4360,61
3011,8310,20
3012,12068,776
3013,1259,826
3014,16658,263
3015,13558,477
3016,1496,832
3017,9289,101
3018,7579,87
3019,8784,708
3020,7364,617
3021,8623,172
3022,14486,520
3023,9377,313
3024,353,108
3025,12821,89
3026,394,811
3027,9243,773
3028,6958,944
3029,457,599
3030,8114,171
3031,12275,15
3032,8030,668
3033,1270,204
3034,7136,518
3035,9022,802
3036,16795,957
3037,13101,24
3038,7234,820
3039,5429,723
3040,10076,642
3041,11660,943
3042,14903,279
3043,18570,94
3044,18915,502
3045,16985,613
3046,12112,656
3047,6848,350
3048,19759,946
3049,558,461
3050,15176,206
3051,189,478
3052,17756,464
3053,7576,51
3054,18386,593
3055,6738,425
3056,15872,887
3057,2727,822
3058,5050,388
3059,2037,332
3060,464,559
3061,3417,982
3062,7263,494
3063,17143,194
3064,12359,720
3065,9389,772
3066,2111,352
3067,3378,200
3068,1584,799
3069,1387,320
3070,17164,225
3071,10937,308
3072,2653,478
3073,11633,913
3074,8988,25
3075,16098,311
3076,5560,243
3077,2293,67
3078,7100,888
3079,10410,92
3080,1564,610
3081,17549,264
3082,7412,77
3083,16563,867
3084,18818,629
3085,15423,709
3086,12773,219
3087,13943,513
3088,18255,184
3089,3016,504
3090,7821,935
3091,5027,496
3092,3031,385
3093,2752,184
3094,10974,144
3095,7703,359
3096,2005,212
3097,7938,663
3098,11341,275
3099,19237,16
3100,17959,950
3101,1508,568
3102,6292,557
3103,197,752
3104,17206,777
3105,1831,950
3106,14360,713
3107,15983,704
3108,6106,842
3109,5744,8
3110,13792,781
3111,15746,863
3112,13024,204
3113,19025,235
3114,224,623
3115,19952,137
3116,19892,995
3117,3672,520
3118,14380,399
3119,14891,97
3120,17720,518
3121,12244,324
3122,4259,687
3123,820,497
3124,19214,678
3125,10441,706
3126,18358,520
3127,4040,472
3128,13876,532
3129,5571,936
3130,49,274
3131,170,952
3132,2063,264
3133,10029,942
3134,3474,670
3135,17146,273
3136,2889,911
3137,858,967
3138,14314,829
3139,11507,861
3140,3967,912
3141,6670,224
3142,2654,771
3143,7952,333
3144,8023,171
3145,7590,641
3146,17665,355
3147,10305,259
3148,10482,41
3149,19221,95
3150,4817,314
3151,300,698
3152,14072,846
3153,7162,904
3154,2594,269
3155,11352,557
3156,16846,910
3157,1741,481
3158,17590,93
3159,17976,874
3160,6408,144
3161,18027,985
3162,11581,93
3163,17430,960
3164,15845,387
3165,17244,945
3166,14771,78
3167,1286,311
3168,4023,729
3169,5084,705
3170,1940,287
3171,16806,554
3172,15756,591
3173,11201,419
3174,16241,254
3175,17727,82
3176,19323,599
3177,14677,976
3178,3961,171
3179,7378,637
3180,17119,123
3181,8812,338
3182,2433,903
3183,2316,650
3184,10407,495
3185,4478,971
3186,5489,295
3187,3615,881
3188,11234,665
3189,5795,753
3190,3340,910
3191,13496,739
3192,10669,38
3193,8356,765
3194,153,287
3195,15173,792
3196,5686,375
3197,6666,394
3198,14592,275
3199,4580,434
3200,6441,845
3201,4096,723
3202,640,886
3203,11384,92
3204,16028,747
3205,67,472
3206,7814,567
3207,3879,49
3208,2572,640
3209,7602,575
3210,2616,36
3211,12247,95
3212,1892,689
3213,18832,506
3214,11312,188
3215,13217,113
3216,5000,629
3217,9092,779
